#P (Pa)	rho (kg/m3)
8.499826158575e+11	1.044488897780e+04
8.509134075081e+11	1.044868973795e+04
8.518447715386e+11	1.045249049810e+04
8.527767079593e+11	1.045629125825e+04
8.537092167801e+11	1.046009201840e+04
8.546422980112e+11	1.046389277856e+04
8.555759516624e+11	1.046769353871e+04
8.565101777436e+11	1.047149429886e+04
8.574449762645e+11	1.047529505901e+04
8.583803472347e+11	1.047909581916e+04
8.593162906638e+11	1.048289657932e+04
8.602528065611e+11	1.048669733947e+04
8.611898949360e+11	1.049049809962e+04
8.621275557977e+11	1.049429885977e+04
8.630657891554e+11	1.049809961992e+04
8.640045950181e+11	1.050190038008e+04
8.649439733947e+11	1.050570114023e+04
8.658839242941e+11	1.050950190038e+04
8.668244477251e+11	1.051330266053e+04
8.677655436963e+11	1.051710342068e+04
8.687072122162e+11	1.052090418084e+04
8.696494532933e+11	1.052470494099e+04
8.705922669361e+11	1.052850570114e+04
8.715356531526e+11	1.053230646129e+04
8.724796119513e+11	1.053610722144e+04
8.734241433400e+11	1.053990798160e+04
8.743692473268e+11	1.054370874175e+04
8.753149239197e+11	1.054750950190e+04
8.762611731263e+11	1.055131026205e+04
8.772079949544e+11	1.055511102220e+04
8.781553894117e+11	1.055891178236e+04
8.791033565055e+11	1.056271254251e+04
8.800518962435e+11	1.056651330266e+04
8.810010086328e+11	1.057031406281e+04
8.819506936807e+11	1.057411482296e+04
8.829009513943e+11	1.057791558312e+04
8.838517817808e+11	1.058171634327e+04
8.848031848471e+11	1.058551710342e+04
8.857551605999e+11	1.058931786357e+04
8.867077090462e+11	1.059311862372e+04
8.876608301926e+11	1.059691938388e+04
8.886145240456e+11	1.060072014403e+04
8.895687906118e+11	1.060452090418e+04
8.905236298975e+11	1.060832166433e+04
8.914790419091e+11	1.061212242448e+04
8.924350266529e+11	1.061592318464e+04
8.933915841348e+11	1.061972394479e+04
8.943487143611e+11	1.062352470494e+04
8.953064173375e+11	1.062732546509e+04
8.962646930700e+11	1.063112622525e+04
8.972235415644e+11	1.063492698540e+04
8.981829628263e+11	1.063872774555e+04
8.991429568612e+11	1.064252850570e+04
9.001035236748e+11	1.064632926585e+04
9.010646632723e+11	1.065013002601e+04
9.020263756592e+11	1.065393078616e+04
9.029886608407e+11	1.065773154631e+04
9.039515188218e+11	1.066153230646e+04
9.049149496076e+11	1.066533306661e+04
9.058789532031e+11	1.066913382677e+04
9.068435296132e+11	1.067293458692e+04
9.078086788426e+11	1.067673534707e+04
9.087744008960e+11	1.068053610722e+04
9.097406957781e+11	1.068433686737e+04
9.107075634934e+11	1.068813762753e+04
9.116750040462e+11	1.069193838768e+04
9.126430174409e+11	1.069573914783e+04
9.136116036818e+11	1.069953990798e+04
9.145807627731e+11	1.070334066813e+04
9.155504947187e+11	1.070714142829e+04
9.165207995228e+11	1.071094218844e+04
9.174916771892e+11	1.071474294859e+04
9.184631277217e+11	1.071854370874e+04
9.194351511241e+11	1.072234446889e+04
9.204077474000e+11	1.072614522905e+04
9.213809165530e+11	1.072994598920e+04
9.223546585865e+11	1.073374674935e+04
9.233289735039e+11	1.073754750950e+04
9.243038613086e+11	1.074134826965e+04
9.252793220037e+11	1.074514902981e+04
9.262553555923e+11	1.074894978996e+04
9.272319620776e+11	1.075275055011e+04
9.282091414624e+11	1.075655131026e+04
9.291868937497e+11	1.076035207041e+04
9.301652189423e+11	1.076415283057e+04
9.311441170427e+11	1.076795359072e+04
9.321235880538e+11	1.077175435087e+04
9.331036319779e+11	1.077555511102e+04
9.340842488176e+11	1.077935587117e+04
9.350654385752e+11	1.078315663133e+04
9.360472012530e+11	1.078695739148e+04
9.370295368532e+11	1.079075815163e+04
9.380124453780e+11	1.079455891178e+04
9.389959268293e+11	1.079835967193e+04
9.399799812091e+11	1.080216043209e+04
9.409646085194e+11	1.080596119224e+04
9.419498087617e+11	1.080976195239e+04
9.429355819380e+11	1.081356271254e+04
9.439219280497e+11	1.081736347269e+04
9.449088470985e+11	1.082116423285e+04
9.458963390858e+11	1.082496499300e+04
9.468844040129e+11	1.082876575315e+04
9.478730418812e+11	1.083256651330e+04
9.488622526919e+11	1.083636727345e+04
9.498520364461e+11	1.084016803361e+04
9.508423931449e+11	1.084396879376e+04
9.518333227891e+11	1.084776955391e+04
9.528248253798e+11	1.085157031406e+04
9.538169009177e+11	1.085537107421e+04
9.548095494036e+11	1.085917183437e+04
9.558027708380e+11	1.086297259452e+04
9.567965652217e+11	1.086677335467e+04
9.577909325549e+11	1.087057411482e+04
9.587858728383e+11	1.087437487497e+04
9.597813860720e+11	1.087817563513e+04
9.607774722563e+11	1.088197639528e+04
9.617741313915e+11	1.088577715543e+04
9.627713634775e+11	1.088957791558e+04
9.637691685145e+11	1.089337867574e+04
9.647675465023e+11	1.089717943589e+04
9.657664974407e+11	1.090098019604e+04
9.667660213297e+11	1.090478095619e+04
9.677661181688e+11	1.090858171634e+04
9.687667879577e+11	1.091238247650e+04
9.697680306959e+11	1.091618323665e+04
9.707698463828e+11	1.091998399680e+04
9.717722350180e+11	1.092378475695e+04
9.727751966006e+11	1.092758551710e+04
9.737787311300e+11	1.093138627726e+04
9.747828386052e+11	1.093518703741e+04
9.757875190253e+11	1.093898779756e+04
9.767927723894e+11	1.094278855771e+04
9.777985986963e+11	1.094658931786e+04
9.788049979450e+11	1.095039007802e+04
9.798119701341e+11	1.095419083817e+04
9.808195152624e+11	1.095799159832e+04
9.818276333285e+11	1.096179235847e+04
9.828363243310e+11	1.096559311862e+04
9.838455882682e+11	1.096939387878e+04
9.848554251387e+11	1.097319463893e+04
9.858658349406e+11	1.097699539908e+04
9.868768176723e+11	1.098079615923e+04
9.878883733319e+11	1.098459691938e+04
9.889005019176e+11	1.098839767954e+04
9.899132034272e+11	1.099219843969e+04
9.909264778589e+11	1.099599919984e+04
9.919403252104e+11	1.099979995999e+04
9.929547454795e+11	1.100360072014e+04
9.939697386640e+11	1.100740148030e+04
9.949853047615e+11	1.101120224045e+04
9.960014437695e+11	1.101500300060e+04
9.970181556857e+11	1.101880376075e+04
9.980354405073e+11	1.102260452090e+04
9.990532982318e+11	1.102640528106e+04
1.000071728856e+12	1.103020604121e+04
1.001090732378e+12	1.103400680136e+04
1.002110308795e+12	1.103780756151e+04
1.003130458103e+12	1.104160832166e+04
1.004151180300e+12	1.104540908182e+04
1.005172475382e+12	1.104920984197e+04
1.006194343346e+12	1.105301060212e+04
1.007216784189e+12	1.105681136227e+04
1.008239797908e+12	1.106061212242e+04
1.009263384500e+12	1.106441288258e+04
1.010287543961e+12	1.106821364273e+04
1.011312276287e+12	1.107201440288e+04
1.012337581475e+12	1.107581516303e+04
1.013363459521e+12	1.107961592318e+04
1.014389910421e+12	1.108341668334e+04
1.015416934173e+12	1.108721744349e+04
1.016444530771e+12	1.109101820364e+04
1.017472700212e+12	1.109481896379e+04
1.018501442492e+12	1.109861972394e+04
1.019530757607e+12	1.110242048410e+04
1.020560645552e+12	1.110622124425e+04
1.021591106325e+12	1.111002200440e+04
1.022622139919e+12	1.111382276455e+04
1.023653746331e+12	1.111762352470e+04
1.024685925556e+12	1.112142428486e+04
1.025718677591e+12	1.112522504501e+04
1.026752002430e+12	1.112902580516e+04
1.027785900068e+12	1.113282656531e+04
1.028820370502e+12	1.113662732547e+04
1.029855413726e+12	1.114042808562e+04
1.030891029736e+12	1.114422884577e+04
1.031927218526e+12	1.114802960592e+04
1.032963980091e+12	1.115183036607e+04
1.034001314428e+12	1.115563112623e+04
1.035039221529e+12	1.115943188638e+04
1.036077701391e+12	1.116323264653e+04
1.037116754008e+12	1.116703340668e+04
1.038156379375e+12	1.117083416683e+04
1.039196577487e+12	1.117463492699e+04
1.040237348337e+12	1.117843568714e+04
1.041278691921e+12	1.118223644729e+04
1.042320608232e+12	1.118603720744e+04
1.043363097266e+12	1.118983796759e+04
1.044406159017e+12	1.119363872775e+04
1.045449793478e+12	1.119743948790e+04
1.046494000644e+12	1.120124024805e+04
1.047538780509e+12	1.120504100820e+04
1.048584133068e+12	1.120884176835e+04
1.049630058313e+12	1.121264252851e+04
1.050676556240e+12	1.121644328866e+04
1.051723626841e+12	1.122024404881e+04
1.052771270111e+12	1.122404480896e+04
1.053819486044e+12	1.122784556911e+04
1.054868274632e+12	1.123164632927e+04
1.055917635870e+12	1.123544708942e+04
1.056967569751e+12	1.123924784957e+04
1.058018076269e+12	1.124304860972e+04
1.059069155416e+12	1.124684936987e+04
1.060120807187e+12	1.125065013003e+04
1.061173031575e+12	1.125445089018e+04
1.062225828572e+12	1.125825165033e+04
1.063279198172e+12	1.126205241048e+04
1.064333140368e+12	1.126585317063e+04
1.065387655153e+12	1.126965393079e+04
1.066442742520e+12	1.127345469094e+04
1.067498402462e+12	1.127725545109e+04
1.068554634972e+12	1.128105621124e+04
1.069611440042e+12	1.128485697139e+04
1.070668817665e+12	1.128865773155e+04
1.071726767834e+12	1.129245849170e+04
1.072785290542e+12	1.129625925185e+04
1.073844385780e+12	1.130006001200e+04
1.074904053542e+12	1.130386077215e+04
1.075964293819e+12	1.130766153231e+04
1.077025106605e+12	1.131146229246e+04
1.078086491891e+12	1.131526305261e+04
1.079148449670e+12	1.131906381276e+04
1.080210979933e+12	1.132286457291e+04
1.081274082674e+12	1.132666533307e+04
1.082337757883e+12	1.133046609322e+04
1.083402005553e+12	1.133426685337e+04
1.084466825676e+12	1.133806761352e+04
1.085532218243e+12	1.134186837367e+04
1.086598183247e+12	1.134566913383e+04
1.087664720680e+12	1.134946989398e+04
1.088731830532e+12	1.135327065413e+04
1.089799512795e+12	1.135707141428e+04
1.090867767462e+12	1.136087217443e+04
1.091936594523e+12	1.136467293459e+04
1.093005993970e+12	1.136847369474e+04
1.094075965795e+12	1.137227445489e+04
1.095146509988e+12	1.137607521504e+04
1.096217626542e+12	1.137987597520e+04
1.097289315446e+12	1.138367673535e+04
1.098361576693e+12	1.138747749550e+04
1.099434410274e+12	1.139127825565e+04
1.100507816179e+12	1.139507901580e+04
1.101581794399e+12	1.139887977596e+04
1.102656344926e+12	1.140268053611e+04
1.103731467750e+12	1.140648129626e+04
1.104807162862e+12	1.141028205641e+04
1.105883430253e+12	1.141408281656e+04
1.106960269914e+12	1.141788357672e+04
1.108037681835e+12	1.142168433687e+04
1.109115666007e+12	1.142548509702e+04
1.110194222420e+12	1.142928585717e+04
1.111273351064e+12	1.143308661732e+04
1.112353051931e+12	1.143688737748e+04
1.113433325011e+12	1.144068813763e+04
1.114514170293e+12	1.144448889778e+04
1.115595587769e+12	1.144828965793e+04
1.116677577428e+12	1.145209041808e+04
1.117760139260e+12	1.145589117824e+04
1.118843273256e+12	1.145969193839e+04
1.119926979406e+12	1.146349269854e+04
1.121011257699e+12	1.146729345869e+04
1.122096108126e+12	1.147109421884e+04
1.123181530676e+12	1.147489497900e+04
1.124267525339e+12	1.147869573915e+04
1.125354092106e+12	1.148249649930e+04
1.126441230965e+12	1.148629725945e+04
1.127528941906e+12	1.149009801960e+04
1.128617224919e+12	1.149389877976e+04
1.129706079994e+12	1.149769953991e+04
1.130795507120e+12	1.150150030006e+04
1.131885506286e+12	1.150530106021e+04
1.132976077482e+12	1.150910182036e+04
1.134067220697e+12	1.151290258052e+04
1.135158935921e+12	1.151670334067e+04
1.136251223143e+12	1.152050410082e+04
1.137344082351e+12	1.152430486097e+04
1.138437513535e+12	1.152810562112e+04
1.139531516685e+12	1.153190638128e+04
1.140626091788e+12	1.153570714143e+04
1.141721238835e+12	1.153950790158e+04
1.142816957813e+12	1.154330866173e+04
1.143913248713e+12	1.154710942188e+04
1.145010111522e+12	1.155091018204e+04
1.146107546230e+12	1.155471094219e+04
1.147205552825e+12	1.155851170234e+04
1.148304131296e+12	1.156231246249e+04
1.149403281632e+12	1.156611322264e+04
1.150503003820e+12	1.156991398280e+04
1.151603297850e+12	1.157371474295e+04
1.152704163710e+12	1.157751550310e+04
1.153805601389e+12	1.158131626325e+04
1.154907610875e+12	1.158511702340e+04
1.156010192156e+12	1.158891778356e+04
1.157113345220e+12	1.159271854371e+04
1.158217070056e+12	1.159651930386e+04
1.159321366652e+12	1.160032006401e+04
1.160426234996e+12	1.160412082416e+04
1.161531675076e+12	1.160792158432e+04
1.162637686880e+12	1.161172234447e+04
1.163744270396e+12	1.161552310462e+04
1.164851425612e+12	1.161932386477e+04
1.165959152516e+12	1.162312462492e+04
1.167067451096e+12	1.162692538508e+04
1.168176321339e+12	1.163072614523e+04
1.169285763234e+12	1.163452690538e+04
1.170395776767e+12	1.163832766553e+04
1.171506361928e+12	1.164212842569e+04
1.172617518702e+12	1.164592918584e+04
1.173729247078e+12	1.164972994599e+04
1.174841547044e+12	1.165353070614e+04
1.175954418586e+12	1.165733146629e+04
1.177067861692e+12	1.166113222645e+04
1.178181876350e+12	1.166493298660e+04
1.179296462547e+12	1.166873374675e+04
1.180411620270e+12	1.167253450690e+04
1.181527349506e+12	1.167633526705e+04
1.182643650243e+12	1.168013602721e+04
1.183760522467e+12	1.168393678736e+04
1.184877966166e+12	1.168773754751e+04
1.185995981327e+12	1.169153830766e+04
1.187114567937e+12	1.169533906781e+04
1.188233725982e+12	1.169913982797e+04
1.189353455450e+12	1.170294058812e+04
1.190473756328e+12	1.170674134827e+04
1.191594628602e+12	1.171054210842e+04
1.192716072259e+12	1.171434286857e+04
1.193838087286e+12	1.171814362873e+04
1.194960673670e+12	1.172194438888e+04
1.196083831397e+12	1.172574514903e+04
1.197207560454e+12	1.172954590918e+04
1.198331860827e+12	1.173334666933e+04
1.199456732503e+12	1.173714742949e+04
1.200582175468e+12	1.174094818964e+04
1.201708189709e+12	1.174474894979e+04
1.202834775212e+12	1.174854970994e+04
1.203961931964e+12	1.175235047009e+04
1.205089659951e+12	1.175615123025e+04
1.206217959158e+12	1.175995199040e+04
1.207346829573e+12	1.176375275055e+04
1.208476271182e+12	1.176755351070e+04
1.209606283970e+12	1.177135427085e+04
1.210736867923e+12	1.177515503101e+04
1.211868023029e+12	1.177895579116e+04
1.212999749272e+12	1.178275655131e+04
1.214132046639e+12	1.178655731146e+04
1.215264915115e+12	1.179035807161e+04
1.216398354687e+12	1.179415883177e+04
1.217532365340e+12	1.179795959192e+04
1.218666947061e+12	1.180176035207e+04
1.219802099834e+12	1.180556111222e+04
1.220937823646e+12	1.180936187237e+04
1.222074118482e+12	1.181316263253e+04
1.223210984329e+12	1.181696339268e+04
1.224348421170e+12	1.182076415283e+04
1.225486428993e+12	1.182456491298e+04
1.226625007782e+12	1.182836567313e+04
1.227764157524e+12	1.183216643329e+04
1.228903878203e+12	1.183596719344e+04
1.230044169805e+12	1.183976795359e+04
1.231185032315e+12	1.184356871374e+04
1.232326465719e+12	1.184736947389e+04
1.233468470001e+12	1.185117023405e+04
1.234611045148e+12	1.185497099420e+04
1.235754191144e+12	1.185877175435e+04
1.236897907975e+12	1.186257251450e+04
1.238042195625e+12	1.186637327465e+04
1.239187054080e+12	1.187017403481e+04
1.240332483324e+12	1.187397479496e+04
1.241478483344e+12	1.187777555511e+04
1.242625054123e+12	1.188157631526e+04
1.243772195646e+12	1.188537707542e+04
1.244919907900e+12	1.188917783557e+04
1.246068190867e+12	1.189297859572e+04
1.247217044534e+12	1.189677935587e+04
1.248366468886e+12	1.190058011602e+04
1.249516463905e+12	1.190438087618e+04
1.250667029579e+12	1.190818163633e+04
1.251818165890e+12	1.191198239648e+04
1.252969872825e+12	1.191578315663e+04
1.254122150366e+12	1.191958391678e+04
1.255274998500e+12	1.192338467694e+04
1.256428417210e+12	1.192718543709e+04
1.257582406482e+12	1.193098619724e+04
1.258736966298e+12	1.193478695739e+04
1.259892096645e+12	1.193858771754e+04
1.261047797506e+12	1.194238847770e+04
1.262204068866e+12	1.194618923785e+04
1.263360910708e+12	1.194998999800e+04
1.264518323018e+12	1.195379075815e+04
1.265676305779e+12	1.195759151830e+04
1.266834858976e+12	1.196139227846e+04
1.267993982593e+12	1.196519303861e+04
1.269153676614e+12	1.196899379876e+04
1.270313941023e+12	1.197279455891e+04
1.271474775805e+12	1.197659531906e+04
1.272636180942e+12	1.198039607922e+04
1.273798156420e+12	1.198419683937e+04
1.274960702222e+12	1.198799759952e+04
1.276123818333e+12	1.199179835967e+04
1.277287504735e+12	1.199559911982e+04
1.278451761414e+12	1.199939987998e+04
1.279616588352e+12	1.200320064013e+04
1.280781985534e+12	1.200700140028e+04
1.281947952943e+12	1.201080216043e+04
1.283114490563e+12	1.201460292058e+04
1.284281598379e+12	1.201840368074e+04
1.285449276372e+12	1.202220444089e+04
1.286617524528e+12	1.202600520104e+04
1.287786342830e+12	1.202980596119e+04
1.288955731261e+12	1.203360672134e+04
1.290125689805e+12	1.203740748150e+04
1.291296218445e+12	1.204120824165e+04
1.292467317166e+12	1.204500900180e+04
1.293638985950e+12	1.204880976195e+04
1.294811224780e+12	1.205261052210e+04
1.295984033641e+12	1.205641128226e+04
1.297157412515e+12	1.206021204241e+04
1.298331361386e+12	1.206401280256e+04
1.299505880238e+12	1.206781356271e+04
1.300680969053e+12	1.207161432286e+04
1.301856627814e+12	1.207541508302e+04
1.303032856506e+12	1.207921584317e+04
1.304209655110e+12	1.208301660332e+04
1.305387023611e+12	1.208681736347e+04
1.306564961991e+12	1.209061812362e+04
1.307743470233e+12	1.209441888378e+04
1.308922548321e+12	1.209821964393e+04
1.310102196238e+12	1.210202040408e+04
1.311282413966e+12	1.210582116423e+04
1.312463201489e+12	1.210962192438e+04
1.313644558789e+12	1.211342268454e+04
1.314826485849e+12	1.211722344469e+04
1.316008982653e+12	1.212102420484e+04
1.317192049182e+12	1.212482496499e+04
1.318375685421e+12	1.212862572515e+04
1.319559891351e+12	1.213242648530e+04
1.320744666956e+12	1.213622724545e+04
1.321930012218e+12	1.214002800560e+04
1.323115927121e+12	1.214382876575e+04
1.324302411645e+12	1.214762952591e+04
1.325489465775e+12	1.215143028606e+04
1.326677089493e+12	1.215523104621e+04
1.327865282782e+12	1.215903180636e+04
1.329054045623e+12	1.216283256651e+04
1.330243378001e+12	1.216663332667e+04
1.331433279896e+12	1.217043408682e+04
1.332623751293e+12	1.217423484697e+04
1.333814792172e+12	1.217803560712e+04
1.335006402517e+12	1.218183636727e+04
1.336198582310e+12	1.218563712743e+04
1.337391331533e+12	1.218943788758e+04
1.338584650170e+12	1.219323864773e+04
1.339778538201e+12	1.219703940788e+04
1.340972995610e+12	1.220084016803e+04
1.342168022379e+12	1.220464092819e+04
1.343363618489e+12	1.220844168834e+04
1.344559783924e+12	1.221224244849e+04
1.345756518665e+12	1.221604320864e+04
1.346953822695e+12	1.221984396879e+04
1.348151695996e+12	1.222364472895e+04
1.349350138550e+12	1.222744548910e+04
1.350549150338e+12	1.223124624925e+04
1.351748731344e+12	1.223504700940e+04
1.352948881549e+12	1.223884776955e+04
1.354149600936e+12	1.224264852971e+04
1.355350889485e+12	1.224644928986e+04
1.356552747180e+12	1.225025005001e+04
1.357755174003e+12	1.225405081016e+04
1.358958169934e+12	1.225785157031e+04
1.360161734956e+12	1.226165233047e+04
1.361365869052e+12	1.226545309062e+04
1.362570572202e+12	1.226925385077e+04
1.363775844389e+12	1.227305461092e+04
1.364981685595e+12	1.227685537107e+04
1.366188095801e+12	1.228065613123e+04
1.367395074989e+12	1.228445689138e+04
1.368602623141e+12	1.228825765153e+04
1.369810740238e+12	1.229205841168e+04
1.371019426263e+12	1.229585917183e+04
1.372228681197e+12	1.229965993199e+04
1.373438505022e+12	1.230346069214e+04
1.374648897719e+12	1.230726145229e+04
1.375859859271e+12	1.231106221244e+04
1.377071389657e+12	1.231486297259e+04
1.378283488861e+12	1.231866373275e+04
1.379496156864e+12	1.232246449290e+04
1.380709393647e+12	1.232626525305e+04
1.381923199192e+12	1.233006601320e+04
1.383137573480e+12	1.233386677335e+04
1.384352516493e+12	1.233766753351e+04
1.385568028213e+12	1.234146829366e+04
1.386784108620e+12	1.234526905381e+04
1.388000757696e+12	1.234906981396e+04
1.389217975423e+12	1.235287057411e+04
1.390435761781e+12	1.235667133427e+04
1.391654116753e+12	1.236047209442e+04
1.392873040320e+12	1.236427285457e+04
1.394092532462e+12	1.236807361472e+04
1.395312593162e+12	1.237187437487e+04
1.396533222400e+12	1.237567513503e+04
1.397754420158e+12	1.237947589518e+04
1.398976186417e+12	1.238327665533e+04
1.400198521158e+12	1.238707741548e+04
1.401421424363e+12	1.239087817564e+04
1.402644896012e+12	1.239467893579e+04
1.403868936087e+12	1.239847969594e+04
1.405093544569e+12	1.240228045609e+04
1.406318721439e+12	1.240608121624e+04
1.407544466678e+12	1.240988197640e+04
1.408770780268e+12	1.241368273655e+04
1.409997662189e+12	1.241748349670e+04
1.411225112422e+12	1.242128425685e+04
1.412453130948e+12	1.242508501700e+04
1.413681717750e+12	1.242888577716e+04
1.414910872806e+12	1.243268653731e+04
1.416140596099e+12	1.243648729746e+04
1.417370887610e+12	1.244028805761e+04
1.418601747319e+12	1.244408881776e+04
1.419833175207e+12	1.244788957792e+04
1.421065171256e+12	1.245169033807e+04
1.422297735445e+12	1.245549109822e+04
1.423530867757e+12	1.245929185837e+04
1.424764568171e+12	1.246309261852e+04
1.425998836670e+12	1.246689337868e+04
1.427233673233e+12	1.247069413883e+04
1.428469077841e+12	1.247449489898e+04
1.429705050476e+12	1.247829565913e+04
1.430941591118e+12	1.248209641928e+04
1.432178699747e+12	1.248589717944e+04
1.433416376345e+12	1.248969793959e+04
1.434654620892e+12	1.249349869974e+04
1.435893433370e+12	1.249729945989e+04
1.437132813758e+12	1.250110022004e+04
1.438372762038e+12	1.250490098020e+04
1.439613278189e+12	1.250870174035e+04
1.440854362194e+12	1.251250250050e+04
1.442096014032e+12	1.251630326065e+04
1.443338233684e+12	1.252010402080e+04
1.444581021131e+12	1.252390478096e+04
1.445824376353e+12	1.252770554111e+04
1.447068299331e+12	1.253150630126e+04
1.448312790046e+12	1.253530706141e+04
1.449557848478e+12	1.253910782156e+04
1.450803474608e+12	1.254290858172e+04
1.452049668415e+12	1.254670934187e+04
1.453296429882e+12	1.255051010202e+04
1.454543758988e+12	1.255431086217e+04
1.455791655713e+12	1.255811162232e+04
1.457040120039e+12	1.256191238248e+04
1.458289151946e+12	1.256571314263e+04
1.459538751414e+12	1.256951390278e+04
1.460788918424e+12	1.257331466293e+04
1.462039652955e+12	1.257711542308e+04
1.463290954990e+12	1.258091618324e+04
1.464542824507e+12	1.258471694339e+04
1.465795261488e+12	1.258851770354e+04
1.467048265912e+12	1.259231846369e+04
1.468301837761e+12	1.259611922384e+04
1.469555977014e+12	1.259991998400e+04
1.470810683652e+12	1.260372074415e+04
1.472065957655e+12	1.260752150430e+04
1.473321799004e+12	1.261132226445e+04
1.474578207679e+12	1.261512302460e+04
1.475835183660e+12	1.261892378476e+04
1.477092726928e+12	1.262272454491e+04
1.478350837462e+12	1.262652530506e+04
1.479609515244e+12	1.263032606521e+04
1.480868760253e+12	1.263412682537e+04
1.482128572470e+12	1.263792758552e+04
1.483388951874e+12	1.264172834567e+04
1.484649898447e+12	1.264552910582e+04
1.485911412168e+12	1.264932986597e+04
1.487173493018e+12	1.265313062613e+04
1.488436140977e+12	1.265693138628e+04
1.489699356025e+12	1.266073214643e+04
1.490963138142e+12	1.266453290658e+04
1.492227487308e+12	1.266833366673e+04
1.493492403504e+12	1.267213442689e+04
1.494757886710e+12	1.267593518704e+04
1.496023936906e+12	1.267973594719e+04
1.497290554071e+12	1.268353670734e+04
1.498557738188e+12	1.268733746749e+04
1.499825489234e+12	1.269113822765e+04
1.501093807191e+12	1.269493898780e+04
1.502362692039e+12	1.269873974795e+04
1.503632143757e+12	1.270254050810e+04
1.504902162326e+12	1.270634126825e+04
1.506172747726e+12	1.271014202841e+04
1.507443899937e+12	1.271394278856e+04
1.508715618939e+12	1.271774354871e+04
1.509987904713e+12	1.272154430886e+04
1.511260757237e+12	1.272534506901e+04
1.512534176493e+12	1.272914582917e+04
1.513808162460e+12	1.273294658932e+04
1.515082715119e+12	1.273674734947e+04
1.516357834449e+12	1.274054810962e+04
1.517633520430e+12	1.274434886977e+04
1.518909773043e+12	1.274814962993e+04
1.520186592268e+12	1.275195039008e+04
1.521463978084e+12	1.275575115023e+04
1.522741930471e+12	1.275955191038e+04
1.524020449410e+12	1.276335267053e+04
1.525299534881e+12	1.276715343069e+04
1.526579186862e+12	1.277095419084e+04
1.527859405336e+12	1.277475495099e+04
1.529140190281e+12	1.277855571114e+04
1.530421541677e+12	1.278235647129e+04
1.531703459505e+12	1.278615723145e+04
1.532985943744e+12	1.278995799160e+04
1.534268994374e+12	1.279375875175e+04
1.535552611376e+12	1.279755951190e+04
1.536836794728e+12	1.280136027205e+04
1.538121544412e+12	1.280516103221e+04
1.539406860407e+12	1.280896179236e+04
1.540692742693e+12	1.281276255251e+04
1.541979191250e+12	1.281656331266e+04
1.543266206058e+12	1.282036407281e+04
1.544553787097e+12	1.282416483297e+04
1.545841934346e+12	1.282796559312e+04
1.547130647786e+12	1.283176635327e+04
1.548419927396e+12	1.283556711342e+04
1.549709773157e+12	1.283936787357e+04
1.551000185048e+12	1.284316863373e+04
1.552291163049e+12	1.284696939388e+04
1.553582707141e+12	1.285077015403e+04
1.554874817303e+12	1.285457091418e+04
1.556167493514e+12	1.285837167433e+04
1.557460735755e+12	1.286217243449e+04
1.558754544006e+12	1.286597319464e+04
1.560048918247e+12	1.286977395479e+04
1.561343858457e+12	1.287357471494e+04
1.562639364616e+12	1.287737547510e+04
1.563935436704e+12	1.288117623525e+04
1.565232074702e+12	1.288497699540e+04
1.566529278588e+12	1.288877775555e+04
1.567827048343e+12	1.289257851570e+04
1.569125383947e+12	1.289637927586e+04
1.570424285380e+12	1.290018003601e+04
1.571723752621e+12	1.290398079616e+04
1.573023785650e+12	1.290778155631e+04
1.574324384447e+12	1.291158231646e+04
1.575625548993e+12	1.291538307662e+04
1.576927279266e+12	1.291918383677e+04
1.578229575247e+12	1.292298459692e+04
1.579532436915e+12	1.292678535707e+04
1.580835864251e+12	1.293058611722e+04
1.582139857235e+12	1.293438687738e+04
1.583444415845e+12	1.293818763753e+04
1.584749540062e+12	1.294198839768e+04
1.586055229867e+12	1.294578915783e+04
1.587361485238e+12	1.294958991798e+04
1.588668306156e+12	1.295339067814e+04
1.589975692600e+12	1.295719143829e+04
1.591283644550e+12	1.296099219844e+04
1.592592161987e+12	1.296479295859e+04
1.593901244889e+12	1.296859371874e+04
1.595210893238e+12	1.297239447890e+04
1.596521107012e+12	1.297619523905e+04
1.597831886192e+12	1.297999599920e+04
1.599143230758e+12	1.298379675935e+04
1.600455140689e+12	1.298759751950e+04
1.601767615965e+12	1.299139827966e+04
1.603080656566e+12	1.299519903981e+04
1.604394262472e+12	1.299899979996e+04
1.605708433663e+12	1.300280056011e+04
1.607023170119e+12	1.300660132026e+04
1.608338471819e+12	1.301040208042e+04
1.609654338744e+12	1.301420284057e+04
1.610970770873e+12	1.301800360072e+04
1.612287768186e+12	1.302180436087e+04
1.613605330664e+12	1.302560512102e+04
1.614923458286e+12	1.302940588118e+04
1.616242151031e+12	1.303320664133e+04
1.617561408880e+12	1.303700740148e+04
1.618881231813e+12	1.304080816163e+04
1.620201619810e+12	1.304460892178e+04
1.621522572850e+12	1.304840968194e+04
1.622844090914e+12	1.305221044209e+04
1.624166173980e+12	1.305601120224e+04
1.625488822031e+12	1.305981196239e+04
1.626812035044e+12	1.306361272254e+04
1.628135813000e+12	1.306741348270e+04
1.629460155880e+12	1.307121424285e+04
1.630785063662e+12	1.307501500300e+04
1.632110536327e+12	1.307881576315e+04
1.633436573855e+12	1.308261652330e+04
1.634763176226e+12	1.308641728346e+04
1.636090343420e+12	1.309021804361e+04
1.637418075416e+12	1.309401880376e+04
1.638746372195e+12	1.309781956391e+04
