# Zeng et al. (2021) core EOS (Holzapfel EOS)
# Pressure (Pa)	Density (kg m-3)
1.348493e+16	9.641671e+05
1.366736e+16	9.709501e+05
1.385219e+16	9.777809e+05
1.403945e+16	9.846597e+05
1.422916e+16	9.915869e+05
1.442138e+16	9.985628e+05
1.461611e+16	1.005588e+06
1.481340e+16	1.012662e+06
1.501328e+16	1.019786e+06
1.521579e+16	1.026961e+06
1.542095e+16	1.034186e+06
1.562880e+16	1.041461e+06
1.583937e+16	1.048788e+06
1.605271e+16	1.056166e+06
1.626884e+16	1.063597e+06
1.648780e+16	1.071079e+06
1.670962e+16	1.078614e+06
1.693435e+16	1.086202e+06
1.716203e+16	1.093844e+06
1.739268e+16	1.101539e+06
1.762634e+16	1.109289e+06
1.786306e+16	1.117093e+06
1.810288e+16	1.124952e+06
1.834583e+16	1.132866e+06
1.859195e+16	1.140836e+06
1.884129e+16	1.148862e+06
1.909388e+16	1.156944e+06
1.934977e+16	1.165083e+06
1.960900e+16	1.173280e+06
1.987161e+16	1.181534e+06
2.013764e+16	1.189846e+06
2.040714e+16	1.198217e+06
2.068016e+16	1.206646e+06
2.095673e+16	1.215135e+06
2.123691e+16	1.223684e+06
2.152073e+16	1.232293e+06
2.180825e+16	1.240962e+06
2.209951e+16	1.249692e+06
2.239456e+16	1.258484e+06
2.269345e+16	1.267338e+06
2.299623e+16	1.276253e+06
2.330294e+16	1.285232e+06
2.361364e+16	1.294274e+06
2.392838e+16	1.303379e+06
2.424720e+16	1.312549e+06
2.457017e+16	1.321783e+06
2.489733e+16	1.331081e+06
2.522874e+16	1.340446e+06
2.556444e+16	1.349876e+06
2.590450e+16	1.359372e+06
2.624898e+16	1.368936e+06
2.659792e+16	1.378566e+06
2.695138e+16	1.388265e+06
2.730942e+16	1.398031e+06
2.767210e+16	1.407867e+06
2.803948e+16	1.417771e+06
2.841162e+16	1.427745e+06
2.878858e+16	1.437790e+06
2.917041e+16	1.447905e+06
2.955718e+16	1.458091e+06
2.994896e+16	1.468349e+06
3.034581e+16	1.478679e+06
3.074778e+16	1.489081e+06
3.115495e+16	1.499557e+06
3.156739e+16	1.510107e+06
3.198515e+16	1.520731e+06
3.240831e+16	1.531429e+06
3.283693e+16	1.542203e+06
3.327108e+16	1.553053e+06
3.371084e+16	1.563978e+06
3.415627e+16	1.574981e+06
3.460745e+16	1.586061e+06
3.506445e+16	1.597220e+06
3.552734e+16	1.608456e+06
3.599620e+16	1.619772e+06
3.647110e+16	1.631167e+06
3.695212e+16	1.642643e+06
3.743933e+16	1.654199e+06
3.793282e+16	1.665836e+06
3.843266e+16	1.677556e+06
3.893893e+16	1.689357e+06
3.945172e+16	1.701242e+06
3.997111e+16	1.713211e+06
4.049718e+16	1.725263e+06
4.103001e+16	1.737401e+06
4.156969e+16	1.749624e+06
4.211631e+16	1.761932e+06
4.266995e+16	1.774328e+06
4.323071e+16	1.786810e+06
4.379867e+16	1.799381e+06
4.437392e+16	1.812040e+06
4.495655e+16	1.824788e+06
4.554666e+16	1.837625e+06
4.614435e+16	1.850553e+06
4.674970e+16	1.863572e+06
4.736282e+16	1.876682e+06
4.798379e+16	1.889885e+06
4.861273e+16	1.903181e+06
4.924973e+16	1.916570e+06
4.989489e+16	1.930053e+06
5.054832e+16	1.943631e+06
5.121011e+16	1.957305e+06
5.188038e+16	1.971075e+06
5.255923e+16	1.984941e+06
5.324677e+16	1.998906e+06
5.394311e+16	2.012968e+06
5.464835e+16	2.027130e+06
5.536262e+16	2.041391e+06
5.608602e+16	2.055752e+06
5.681867e+16	2.070215e+06
5.756068e+16	2.084779e+06
5.831217e+16	2.099446e+06
5.907327e+16	2.114215e+06
5.984408e+16	2.129089e+06
6.062474e+16	2.144068e+06
6.141537e+16	2.159151e+06
6.221609e+16	2.174341e+06
6.302703e+16	2.189638e+06
6.384831e+16	2.205042e+06
6.468007e+16	2.220555e+06
6.552244e+16	2.236177e+06
6.637555e+16	2.251909e+06
6.723954e+16	2.267751e+06
6.811454e+16	2.283705e+06
6.900069e+16	2.299771e+06
6.989812e+16	2.315950e+06
7.080699e+16	2.332243e+06
7.172743e+16	2.348651e+06
7.265959e+16	2.365174e+06
7.360362e+16	2.381813e+06
7.455966e+16	2.398570e+06
7.552786e+16	2.415444e+06
7.650838e+16	2.432437e+06
7.750138e+16	2.449549e+06
7.850699e+16	2.466782e+06
7.952540e+16	2.484136e+06
8.055674e+16	2.501612e+06
8.160120e+16	2.519211e+06
8.265892e+16	2.536934e+06
8.373008e+16	2.554782e+06
8.481484e+16	2.572755e+06
8.591337e+16	2.590855e+06
8.702586e+16	2.609082e+06
8.815246e+16	2.627437e+06
8.929335e+16	2.645921e+06
9.044873e+16	2.664536e+06
9.161875e+16	2.683281e+06
